id,title,season,episode,air_date,subject,colors,img_src,youtube_src,notes
296,Falls in the Glen,23,10,1991-11-05,"Conifer, Deciduous, Grass, Mountain, River, Tree, Trees, Waterfall","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting304.png,https://www.youtube.com/embed/txAtX-VyVNc,
297,Frozen Beauty in Vignette,23,11,1991-11-12,"Cabin, Conifer, Deciduous, Lake, Snow, Structure, Tree, Trees, Winter","Bright Red, Dark Sienna, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting305.png,https://www.youtube.com/embed/H15kV1wbDG4,
298,Crimson Tide,23,12,1991-11-19,"Beach, Cliff, Clouds, Ocean, Rocks, Sun, Waves","Alizarin Crimson, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting306.png,https://www.youtube.com/embed/Y7SDU4i6Fco,
299,Winter Bliss,23,13,1991-11-26,"Bushes, Deciduous, Lake, Mountain, Mountains, Snow, Snowy_Mountain, Tree, Winter","Alizarin Crimson, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting307.png,https://www.youtube.com/embed/yInYwy6AsDQ,
300,Gray Mountain,24,1,1992-01-07,"Bushes, Conifer, Mountain, River, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting308.png,https://www.youtube.com/embed/4XxClvPZ1RE,
301,Wayside Pond,24,2,1992-01-14,"Deciduous, Lake, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting309.png,https://www.youtube.com/embed/FPW2FwK4IOo,
302,Teton Winter,24,3,1992-01-21,"Cabin, Deciduous, Mountain, Snow, Snowy_Mountain, Structure, Tree, Trees, Winter","Alizarin Crimson, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White",https://www.twoinchbrush.com/images/painting310.png,https://www.youtube.com/embed/I4h6TC4CPJY,
303,Little Home in the Meadow,24,4,1992-01-28,"Cabin, Conifer, Deciduous, Grass, Structure, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Yellow Ochre",https://www.twoinchbrush.com/images/painting311.png,https://www.youtube.com/embed/nU1zV93N-kI,
304,A Pretty Autumn Day,24,5,1992-02-04,"Clouds, Conifer, Deciduous, Grass, Mountain, River, Rocks, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Yellow Ochre",https://www.twoinchbrush.com/images/painting312.png,https://www.youtube.com/embed/HWedDS3p7XI,
305,Mirrored Images,24,6,1992-02-11,"Clouds, Conifer, Lake, Mountain, Mountains, Rocks, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting313.png,https://www.youtube.com/embed/i29frkR1T98,
306,Back-Country Path,24,7,1992-02-18,"Bushes, Deciduous, Path, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Yellow Ochre",https://www.twoinchbrush.com/images/painting314.png,https://www.youtube.com/embed/2iNMoQB1Pe8,
307,Graceful Waterfall,24,8,1992-02-25,"Cliff, Deciduous, River, Rocks, Tree, Trees, Waterfall","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting315.png,https://www.youtube.com/embed/fBh1nA4pMDY,
308,Icy Lake,24,9,1992-03-03,"Conifer, Deciduous, Guest, Lake, Snow, Steve_Ross, Tree, Trees, Winter","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting316.png,https://www.youtube.com/embed/AmBDmgta3l4,
309,Rowboat on the Beach,24,10,1992-03-10,"Beach, Boat, Clouds, Grass, Hills, Ocean, Sun, Waves","Alizarin Crimson, Cadmium Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Sap Green, Titanium White, Yellow Ochre",https://www.twoinchbrush.com/images/painting317.png,https://www.youtube.com/embed/hfvhXOvg43w,
310,Portrait of Winter,24,11,1992-03-17,"Bushes, Conifer, Lake, Mountain, Mountains, Snow, Snowy_Mountain, Tree, Trees, Winter","Alizarin Crimson, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White",https://www.twoinchbrush.com/images/painting318.png,https://www.youtube.com/embed/JLnIUGOupOA,
311,The Footbridge,24,12,1992-03-24,"Bridge, Conifer, Deciduous, Grass, River, Rocks, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting319.png,https://www.youtube.com/embed/RqtDliGeyTg,
312,Snowbound Cabin,24,13,1992-03-31,"Cabin, Clouds, Conifer, Deciduous, Fence, Snow, Tree, Trees, Winter","Alizarin Crimson, Black Gesso, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White",https://www.twoinchbrush.com/images/painting320.png,https://www.youtube.com/embed/obSLZWXmDak,
